location,size,total_sqft,bath,price,bhk,price_per_sqft
Tumkur Road,3 BHK,1416.0,3.0,94.0,3,66384.18079096045
Kanakpura Road,2 BHK,1628.0,2.0,68.0,2,41769.04176904177
Chamrajpet,4 Bedroom,1660.4,4.0,211.0,4,127077.81257528305
7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3,74404.76190476191
Doddathoguru,3 BHK,1595.0,3.0,62.0,3,38871.473354231974
Kanakpura Road,3 BHK,1507.0,2.0,95.0,3,63039.15063039151
Frazer Town,3 BHK,2560.0,3.0,288.0,3,112500.0
Hennur Road,3 BHK,1949.0,3.0,133.0,3,68240.12314007184
BTM 2nd Stage,2 Bedroom,800.0,2.0,175.0,2,218750.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,28880.0
Sonam Layout,2 BHK,905.0,2.0,50.0,2,55248.61878453039
Hosakerehalli,3 BHK,2480.0,3.0,245.0,3,98790.32258064517
CR Layout,3 BHK,1495.0,3.0,200.0,3,133779.26421404682
Kaikondrahalli,3 BHK,1605.0,3.0,105.0,3,65420.56074766355
Bommanahalli,2 BHK,1290.0,2.0,73.0,2,56589.1472868217
Yelahanka,2 BHK,1100.0,2.0,60.0,2,54545.454545454544
Vishveshwarya Layout,6 BHK,2100.0,6.0,92.0,6,43809.52380952381
Electronics City Phase 1,2 BHK,995.0,2.0,49.8,2,50050.25125628141
Banashankari Stage II,2 Bedroom,500.0,2.0,55.0,2,110000.0
Rajaji Nagar,4 BHK,3526.0,4.0,598.0,4,169597.2773681225
Gottigere,3 BHK,1425.0,2.0,47.0,3,32982.45614035088
BTM 4th Stage,3 BHK,1455.0,2.0,55.0,3,37800.687285223365
Jalahalli West,1 BHK,550.0,1.0,23.0,1,41818.181818181816
Uttarahalli,3 BHK,1385.0,2.0,48.48,3,35003.61010830325
Vishveshwarya Layout,4 Bedroom,7000.0,4.0,210.0,4,30000.0
Srinivasa Nagar,5 BHK,4000.0,3.0,130.0,5,32500.0
Gollahalli,2 BHK,1060.0,2.0,53.0,2,50000.0
AGS Layout,3 BHK,1080.0,2.0,75.0,3,69444.44444444444
HBR Layout,3 BHK,1783.0,3.0,125.0,3,70106.56197420078
Haralur Road,3 BHK,1520.0,2.0,90.0,3,59210.52631578947
Sarjapur  Road,2 BHK,1060.0,2.0,55.0,2,51886.79245283019
Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,54.35,2,42896.60615627466
Whitefield,2 BHK,1155.0,2.0,55.0,2,47619.04761904762
Karuna Nagar,3 Bedroom,2500.0,3.0,180.0,3,72000.0
Bannerghatta Road,2 BHK,1240.0,2.0,65.0,2,52419.354838709674
Gollahalli,3 BHK,1570.0,3.0,78.0,3,49681.52866242038
NGR Layout,2 BHK,1019.0,2.0,45.9,2,45044.1609421001
Whitefield,2 BHK,1355.0,3.0,76.0,2,56088.56088560886
Arekempanahalli,3 BHK,1537.0,3.0,110.0,3,71567.9895901106
Whitefield,4 BHK,4075.0,5.0,226.0,4,55460.122699386506
Raja Rajeshwari Nagar,3 BHK,1550.0,3.0,52.45,3,33838.709677419356
Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,50.0,2,45454.545454545456
 Devarabeesana Halli,3 BHK,1750.0,3.0,150.0,3,85714.28571428571
9th Phase JP Nagar,2 BHK,1466.0,2.0,71.0,2,48431.10504774898
Rachenahalli,3 BHK,1550.0,3.0,72.5,3,46774.1935483871
Akshaya Nagar,3 BHK,2300.0,4.0,102.0,3,44347.82608695652
Kengeri,1 BHK,540.0,1.0,22.5,1,41666.666666666664
8th Phase JP Nagar,3 Bedroom,950.0,3.0,130.0,3,136842.1052631579
Chamundi Nagar,7 Bedroom,2800.0,7.0,250.0,7,89285.71428571429
Silk Board,2 BHK,1020.0,2.0,48.0,2,47058.82352941176
Cunningham Road,3 BHK,2880.0,3.0,501.0,3,173958.33333333334
Hebbal,3 BHK,1987.0,4.0,165.0,3,83039.75842979366
Hoodi,2 BHK,1305.0,2.0,75.0,2,57471.26436781609
Sarjapur,4 Bedroom,2100.0,3.0,125.0,4,59523.80952380953
Electronic City,2 BHK,1125.0,2.0,32.5,2,28888.88888888889
Horamavu Banaswadi,2 BHK,1225.0,2.0,49.5,2,40408.163265306124
Hennur,2 BHK,1255.0,2.0,55.5,2,44223.10756972111
MRCR Layout,2 BHK,1191.0,2.0,90.0,2,75566.75062972293
Uttarahalli,6 Bedroom,3600.0,6.0,303.0,6,84166.66666666667
Electronic City,2 BHK,1165.0,2.0,33.64,2,28875.536480686696
Kacharakanahalli,2 BHK,865.0,2.0,35.11,2,40589.59537572254
Nagarbhavi,3 BHK,1850.0,2.0,88.0,3,47567.56756756757
Marsur,2 BHK,497.0,1.0,17.0,2,34205.23138832998
Hennur Road,2 BHK,1232.0,2.0,89.0,2,72240.25974025975
Thanisandra,3 BHK,1732.0,3.0,85.73,3,49497.69053117783
Yelahanka,3 BHK,1614.0,2.0,100.0,3,61957.868649318465
Magadi Road,2 BHK,600.0,1.0,22.0,2,36666.666666666664
Thigalarapalya,3 BHK,2072.0,4.0,155.0,3,74806.94980694981
Electronic City,2 BHK,919.0,2.0,34.0,2,36996.73558215451
Shettihalli,4 Bedroom,2100.0,4.0,90.0,4,42857.142857142855
Shampura,4 BHK,672.0,3.0,54.0,4,80357.14285714286
J C Nagar,8 BHK,800.0,6.0,110.0,8,137500.0
Marsur,3 Bedroom,1200.0,3.0,150.0,3,125000.0
OLd Gurappanapalya,4 BHK,2849.0,5.0,250.0,4,87750.08775008775
Doctors Layout,2 BHK,1000.0,2.0,42.0,2,42000.0
Whitefield,2 BHK,1216.0,2.0,75.0,2,61677.63157894737
Lingadheeranahalli,4 BHK,2245.0,4.0,154.0,4,68596.88195991091
Bannerghatta Road,3 BHK,1476.0,3.0,125.0,3,84688.34688346884
Ambedkar Nagar,3 BHK,1852.0,3.0,130.0,3,70194.38444924405
Udaya Nagar,2 BHK,1225.0,2.0,47.0,2,38367.34693877551
Panathur,3 BHK,1597.0,3.0,67.12,3,42028.80400751409
Jakkur,3 BHK,2423.0,4.0,160.0,3,66033.8423442014
Marathahalli,2 BHK,1152.0,2.0,90.0,2,78125.0
Harlur,3 BHK,1762.0,3.0,133.0,3,75482.40635641316
Kammasandra,3 Bedroom,1400.0,3.0,92.0,3,65714.28571428571
Rachenahalli,3 BHK,1530.0,2.0,74.4,3,48627.450980392154
New Thippasandra,6 Bedroom,2400.0,6.0,400.0,6,166666.66666666666
Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,40.17,2,33898.73417721519
Yelahanka,3 BHK,1890.0,3.0,108.0,3,57142.857142857145
Varthur Road,3 BHK,1247.0,2.0,58.0,3,46511.62790697674
1st Block Jayanagar,8 Bedroom,700.0,4.0,104.0,8,148571.42857142858
HRBR Layout,6 Bedroom,1000.0,6.0,275.0,6,275000.0
Bellandur,2 BHK,1201.0,2.0,59.99,2,49950.041631973356
Gunjur Palya,2 BHK,830.0,2.0,40.0,2,48192.77108433735
Electronic City Phase II,2 BHK,1165.0,2.0,30.29,2,26000.0
Bommanahalli,2 BHK,1100.0,1.0,55.0,2,50000.0
9th Phase JP Nagar,3 BHK,1890.0,2.0,93.0,3,49206.34920634921
Maithri Layout,3 BHK,1685.0,3.0,60.0,3,35608.30860534125
Sarakki Nagar,4 BHK,3131.0,4.0,349.0,4,111465.98530820824
Battarahalli,2 BHK,1165.0,2.0,43.0,2,36909.87124463519
Kachanayakanahalli,2 BHK,827.0,2.0,45.0,2,54413.54292623942
Gangondanahalli,3 Bedroom,396.0,2.0,48.0,3,121212.12121212122
Uttarahalli,4 Bedroom,1200.0,4.0,179.0,4,149166.66666666666
Electronics City Phase 1,1 BHK,635.0,1.0,26.0,1,40944.88188976378
Whitefield,4 Bedroom,4000.0,4.0,380.0,4,95000.0
Vishwanatha Nagenahalli,2 BHK,1050.0,2.0,50.0,2,47619.04761904762
D Group Employees Layout,5 Bedroom,600.0,4.0,76.0,5,126666.66666666667
Jakkur,3 BHK,1819.18,3.0,168.0,3,92349.30023417143
Kanakapura,3 Bedroom,1500.0,3.0,125.0,3,83333.33333333333
Yelenahalli,3 BHK,1500.0,2.0,57.0,3,38000.0
Benson Town,3 BHK,2850.0,4.0,470.0,3,164912.28070175438
Raja Rajeshwari Nagar,3 BHK,1751.0,3.0,72.0,3,41119.360365505425
Vasanth nagar,4 BHK,4750.0,6.0,1102.0,4,232000.0
Bommasandra,2 BHK,1020.0,2.0,40.89,2,40088.23529411765
Thanisandra,2 BHK,1148.0,2.0,43.5,2,37891.98606271777
Talaghattapura,3 BHK,1856.0,3.0,135.0,3,72737.06896551725
Basavangudi,6 Bedroom,1754.0,6.0,650.0,6,370581.52793614595
2nd Block Hrbr Layout,3 Bedroom,4273.0,3.0,1100.0,3,257430.37678446056
B Narayanapura,2 BHK,1060.0,2.0,49.27,2,46481.1320754717
Haralur Road,2 BHK,1300.0,2.0,60.0,2,46153.846153846156
Hormavu,4 Bedroom,3000.0,4.0,100.0,4,33333.333333333336
Bellandur,2 BHK,1325.0,2.0,65.0,2,49056.6037735849
Sai Gardens,2 BHK,1261.0,2.0,61.0,2,48374.30610626487
Manayata Tech Park,2 BHK,1100.0,2.0,46.0,2,41818.181818181816
Ramamurthy Nagar,2 BHK,700.0,2.0,33.0,2,47142.857142857145
7th Phase JP Nagar,3 BHK,1675.0,2.0,135.0,3,80597.01492537314
Ullal Road,4 Bedroom,3400.0,4.0,190.0,4,55882.35294117647
Kodihalli,4 BHK,3260.0,5.0,388.0,4,119018.40490797546
Doddakammanahalli,2 BHK,1180.0,2.0,56.0,2,47457.627118644064
Uttarahalli,2 BHK,1160.0,2.0,45.0,2,38793.10344827586
Kasavanhalli,4 BHK,1863.0,3.0,105.0,4,56360.708534621575
Sahakara Nagar,3 BHK,1914.0,3.0,149.0,3,77847.43991640543
BTM Layout,3 BHK,1458.0,3.0,79.0,3,54183.8134430727
Thirumenahalli,5 Bedroom,1200.0,4.0,115.0,5,95833.33333333333
Babusapalaya,2 BHK,1105.0,2.0,40.0,2,36199.09502262443
Hulimavu,3 BHK,3035.0,5.0,220.0,3,72487.64415156508
Bannerghatta Road,6 Bedroom,1200.0,6.0,160.0,6,133333.33333333334
Akshaya Nagar,3 BHK,1662.0,3.0,90.0,3,54151.624548736465
Yelahanka,3 BHK,1556.0,3.0,86.0,3,55269.92287917738
Jigani,2 BHK,918.0,2.0,50.0,2,54466.23093681917
Sarjapur  Road,3 BHK,1455.0,2.0,98.0,3,67353.95189003437
Jakkasandra Extension,2 BHK,1205.0,2.0,70.0,2,58091.28630705394
BEML Layout,2 BHK,1194.0,2.0,65.0,2,54438.860971524286
Laggere,2 Bedroom,1200.0,2.0,75.0,2,62500.0
Bannerghatta Road,3 BHK,1100.0,2.0,52.0,3,47272.72727272727
Sarjapur  Road,3 BHK,1405.0,3.0,48.87,3,34782.91814946619
Subramanyapura,2 BHK,929.0,2.0,56.0,2,60279.87082884822
Frazer Town,4 BHK,3436.0,5.0,341.0,4,99243.30616996507
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,38000.0
8th Phase JP Nagar,4 BHK,2100.0,4.0,92.0,4,43809.52380952381
Channasandra,2 BHK,1065.0,2.0,40.47,2,38000.0
Bannerghatta Road,3 BHK,1532.5,3.0,84.29,3,55001.63132137031
Kengeri,6 Bedroom,1500.0,6.0,150.0,6,100000.0
Hullahalli,5 Bedroom,1200.0,5.0,99.0,5,82500.0
Hormavu,2 BHK,1093.0,2.0,32.78,2,29990.85086916743
Anandapura,2 BHK,1250.0,2.0,45.0,2,36000.0
Marathahalli,3 BHK,1680.0,3.0,105.0,3,62500.0
Nagarbhavi,2 BHK,1146.0,2.0,50.0,2,43630.01745200698
Jagajyothi layout,2 BHK,1250.0,2.0,58.0,2,46400.0
Ramagondanahalli,3 BHK,1451.0,3.0,60.44,3,41654.0317022743
Nobo Nagar,3 BHK,1424.0,2.0,55.0,3,38623.59550561798
Gottigere,3 BHK,1435.0,2.0,62.0,3,43205.574912891985
Devanahalli,1 BHK,658.0,1.0,26.91,1,40896.65653495441
Bommanahalli,3 BHK,1300.0,3.0,45.0,3,34615.38461538462
Whitefield,2 BHK,1242.0,2.0,65.0,2,52334.943639291465
Marathahalli,3 BHK,1910.0,3.0,119.0,3,62303.66492146597
Yelahanka,3 BHK,1610.0,4.0,85.0,3,52795.03105590062
Hulimavu,2 BHK,1127.0,2.0,65.0,2,57675.24401064774
Yelahanka,3 BHK,1075.0,2.0,42.0,3,39069.767441860466
Mysore Road,2 BHK,1155.0,2.0,51.0,2,44155.844155844155
Lakkasandra Extension,5 Bedroom,1280.0,3.0,250.0,5,195312.5
Krishna Reddy Layout,3 BHK,1250.0,3.0,55.0,3,44000.0
Kuvempu Layout,3 Bedroom,2200.0,4.0,160.0,3,72727.27272727272
Billekahalli,3 Bedroom,2400.0,3.0,150.0,3,62500.0
Chandapura,2 BHK,876.0,2.0,29.5,2,33675.799086757994
Nagarbhavi,3 BHK,1850.0,2.0,89.0,3,48108.10810810811
Kadugodi,2 BHK,1314.0,2.0,83.0,2,63165.90563165906
Rachenahalli,1 BHK,690.0,1.0,39.8,1,57681.159420289856
Srirampura,2 BHK,1230.0,2.0,55.0,2,44715.44715447154
Bommasandra,2 BHK,920.0,2.0,37.2,2,40434.782608695656
Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3,75675.67567567568
Electronic City,2 BHK,1073.0,2.0,60.0,2,55917.98695246971
Maithri Layout,3 BHK,1540.0,3.0,76.0,3,49350.64935064935
Kanakpura Road,3 BHK,1550.0,3.0,63.5,3,40967.74193548387
Kalyan nagar,2 BHK,1198.0,2.0,65.0,2,54257.095158597665
HBR Layout,3 BHK,1656.0,3.0,90.0,3,54347.82608695652
Kaveri Nagar,3 BHK,1900.0,3.0,155.0,3,81578.94736842105
Ramagondanahalli,3 BHK,1910.0,3.0,142.0,3,74345.5497382199
Mysore Road,2 BHK,1003.0,2.0,43.0,2,42871.385842472584
Whitefield,3 BHK,1495.0,2.0,67.0,3,44816.053511705686
Thanisandra,3 BHK,2172.0,3.0,76.02,3,35000.0
Sarakki Nagar,4 Bedroom,2400.0,4.0,358.0,4,149166.66666666666
T G extension,2 Bedroom,1200.0,1.0,95.0,2,79166.66666666667
Whitefield,3 BHK,1548.0,3.0,65.0,3,41989.66408268734
2nd Block Koramangala,7 Bedroom,5400.0,5.0,972.0,7,180000.0
Whitefield,4 BHK,2856.0,5.0,154.5,4,54096.638655462186
Hosur Road,3 BHK,1689.0,3.0,103.0,3,60982.83007696862
Electronic City Phase II,2 BHK,1031.0,2.0,53.0,2,51406.401551891366
Bhoganhalli,4 BHK,2119.0,4.0,111.0,4,52383.19962246343
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,38441.666666666664
JCR Layout,2 BHK,1060.0,2.0,37.0,2,34905.660377358494
Devi Nagar,2 BHK,1100.0,2.0,61.0,2,55454.545454545456
GKW Layout,4 Bedroom,1350.0,4.0,225.0,4,166666.66666666666
Gandhi Nagar,5 Bedroom,1050.0,4.0,80.0,5,76190.47619047618
Hennur Road,3 BHK,1250.0,2.0,77.88,3,62304.0
8th Block Jayanagar,2 BHK,1100.0,2.0,110.0,2,100000.0
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,38441.666666666664
Seegehalli,3 BHK,1420.0,2.0,46.0,3,32394.3661971831
Electronic City,3 BHK,1500.0,2.0,78.0,3,52000.0
OLd Gurappanapalya,3 BHK,1942.0,3.0,155.0,3,79814.62409886715
Haralur Road,3 BHK,1985.0,3.0,130.0,3,65491.1838790932
Sarjapur  Road,1 BHK,950.0,1.0,39.9,1,42000.0
AMS Layout,3 Bedroom,1200.0,4.0,80.0,3,66666.66666666667
Green Glen Layout,3 BHK,1752.0,3.0,105.0,3,59931.50684931507
Abbigere,4 Bedroom,1200.0,3.0,120.0,4,100000.0
Mahalakshmi Layout,5 Bedroom,1200.0,5.0,200.0,5,166666.66666666666
Old Madras Road,3 BHK,1480.0,2.0,84.0,3,56756.75675675676
Jnana Ganga Nagar,3 Bedroom,600.0,4.0,81.0,3,135000.0
Sarjapur  Road,3 BHK,1826.0,3.0,130.0,3,71193.86637458927
8th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,38000.0
Sarjapur  Road,4 Bedroom,2600.0,4.0,98.0,4,37692.307692307695
Kasavanhalli,3 BHK,1667.0,3.0,92.0,3,55188.962207558485
Thanisandra,2 BHK,934.0,2.0,55.0,2,58886.509635974304
Mahadevpura,3 BHK,1620.0,2.0,76.0,3,46913.58024691358
Electronic City,2 BHK,1070.0,2.0,47.0,2,43925.233644859814
Hosur Road,5 Bedroom,3600.0,5.0,180.0,5,50000.0
Uttarahalli,3 BHK,1280.0,2.0,60.0,3,46875.0
rr nagar,2 BHK,1400.0,2.0,60.0,2,42857.142857142855
Vishveshwarya Layout,7 Bedroom,1200.0,8.0,180.0,7,150000.0
"Varthur Road, ",2 BHK,1330.0,2.0,64.0,2,48120.3007518797
Balagere,2 BHK,1012.0,2.0,54.59,2,53942.687747035576
Electronic City Phase II,3 BHK,1611.0,2.0,48.33,3,30000.0
Whitefield,3 BHK,1405.0,3.0,58.0,3,41281.138790035584
VGP Layout,3 BHK,1515.0,3.0,90.0,3,59405.94059405941
Thigalarapalya,3 BHK,1830.0,4.0,150.0,3,81967.2131147541
Kaggadasapura,3 BHK,1710.0,3.0,60.0,3,35087.71929824561
BTM Layout,2 BHK,935.0,2.0,51.5,2,55080.213903743315
Jakkur,3 BHK,2197.0,3.0,136.0,3,61902.59444697315
TC Palaya,4 Bedroom,600.0,4.0,65.0,4,108333.33333333333
Yeshwanthpur,3 BHK,1678.0,3.0,92.13,3,54904.6483909416
Brookefield,3 BHK,1410.0,2.0,80.0,3,56737.58865248227
Jakkur,2 BHK,1125.0,2.0,65.0,2,57777.77777777778
Magadi Road,3 BHK,1191.0,2.0,55.38,3,46498.740554156175
Thubarahalli,2 BHK,1200.0,2.0,79.0,2,65833.33333333333
CV Raman Nagar,3 BHK,1525.0,2.0,67.0,3,43934.42622950819
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,38251.366120218576
Seegehalli,2 BHK,920.0,2.0,27.0,2,29347.82608695652
Yelahanka,1 BHK,651.0,1.0,17.5,1,26881.720430107525
Chikkabanavar,2 BHK,600.0,1.0,25.0,2,41666.666666666664
Chandapura,1 BHK,645.0,1.0,16.45,1,25503.875968992248
Thanisandra,2 BHK,1185.0,2.0,44.0,2,37130.80168776371
Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2,57142.857142857145
Whitefield,4 BHK,2856.0,5.0,158.5,4,55497.19887955182
Whitefield,2 BHK,1355.0,2.0,73.0,2,53874.53874538746
KR Puram,2 Bedroom,1200.0,1.0,65.0,2,54166.666666666664
Kundalahalli,4 Bedroom,7000.0,4.0,550.0,4,78571.42857142857
Ramamurthy Nagar,6 Bedroom,1200.0,4.0,110.0,6,91666.66666666667
Yelahanka New Town,1 BHK,500.0,2.0,24.0,1,48000.0
Bommasandra Industrial Area,3 BHK,1250.0,3.0,50.0,3,40000.0
Uttarahalli,3 BHK,1480.0,2.0,58.0,3,39189.18918918919
Ambalipura,4 BHK,3300.0,4.0,329.0,4,99696.9696969697
Green Woods Layout,2 BHK,1206.0,2.0,53.0,2,43946.9320066335
Rajaji Nagar,2 BHK,1357.0,2.0,130.0,2,95799.55784819454
Hosakerehalli,2 BHK,925.0,2.0,46.5,2,50270.27027027027
8th Phase JP Nagar,2 BHK,909.0,2.0,40.9,2,44994.499449945
Seegehalli,3 Bedroom,3000.0,5.0,335.0,3,111666.66666666667
Brookefield,2 BHK,1100.0,2.0,55.0,2,50000.0
Malleshwaram,4 Bedroom,3000.0,5.0,815.0,4,271666.6666666667
Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,49090.90909090909
Subramanyapura,2 BHK,975.0,2.0,65.0,2,66666.66666666667
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,44.17,2,33820.8269525268
Roopena Agrahara,4 Bedroom,1200.0,4.0,95.0,4,79166.66666666667
Kalena Agrahara,1 BHK,610.0,1.0,39.0,1,63934.42622950819
Yelahanka,3 BHK,1484.0,2.0,56.4,3,38005.390835579514
Ramamurthy Nagar,2 BHK,1125.0,2.0,47.0,2,41777.77777777778
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,52501.72771250864
Whitefield,4 BHK,2882.0,5.0,158.0,4,54823.03955586399
Vidyaranyapura,4 Bedroom,750.0,4.0,88.0,4,117333.33333333333
Kundalahalli,3 BHK,2075.0,3.0,115.0,3,55421.68674698795
Stage-4 Bommanahalli,2 BHK,1250.0,2.0,58.0,2,46400.0
Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2,40487.4213836478
Banashankari Stage II,4 Bedroom,1050.0,3.0,125.0,4,119047.61904761905
Venkateshpuram,2 BHK,625.0,2.0,24.0,2,38400.0
1st Phase JP Nagar,1 BHK,840.0,2.0,50.0,1,59523.80952380953
Hennur Road,4 BHK,2502.0,4.0,180.0,4,71942.44604316547
Rayasandra,1 BHK,583.0,1.0,26.9,1,46140.65180102916
Gunjur Palya,2 BHK,900.0,2.0,27.0,2,30000.0
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,44843.04932735426
HOSUR MAIN ROAD,2 BHK,1464.0,2.0,56.0,2,38251.366120218576
Kanakapura,3 Bedroom,2200.0,3.0,121.0,3,55000.0
Whitefield,1 BHK,750.0,1.0,51.0,1,68000.0
Marathahalli,3 BHK,1600.0,3.0,58.0,3,36250.0
Chikkalasandra,3 BHK,1365.0,2.0,49.0,3,35897.4358974359
"Judicial Layout, Kanakapura Road, ",3 BHK,1300.0,3.0,64.0,3,49230.769230769234
Kurubarahalli,1 Bedroom,1200.0,1.0,69.0,1,57500.0
Hormavu,2 BHK,1260.0,2.0,35.0,2,27777.777777777777
Electronics City Phase 1,2 BHK,1190.0,2.0,33.92,2,28504.201680672268
Hosakerehalli,3 BHK,2480.0,4.0,260.0,3,104838.70967741935
Vishwapriya Layout,3 BHK,1250.0,3.0,38.0,3,30400.0
Kaggadasapura,3 BHK,1500.0,3.0,75.0,3,50000.0
Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,31503.311258278147
7th Phase JP Nagar,2 BHK,1187.0,2.0,59.0,2,49705.13900589722
Kundalahalli,2 BHK,1120.0,2.0,53.76,2,48000.0
Whitefield,2 BHK,1115.0,2.0,34.555,2,30991.03139013453
Dodsworth Layout,3 BHK,1717.0,3.0,99.0,3,57658.7070471753
Mullur,3 BHK,2099.0,3.0,95.0,3,45259.64745116722
Kasturi Nagar,2 BHK,1100.0,2.0,58.0,2,52727.27272727273
Hegganahalli,1 Bedroom,1200.0,1.0,48.0,1,40000.0
Bannerghatta Road,3 BHK,1465.0,2.0,45.87,3,31310.580204778158
Kothanur,1 Bedroom,1500.0,1.0,75.0,1,50000.0
Prashanth Nagar,5 Bedroom,4050.0,4.0,600.0,5,148148.14814814815
Haralur Road,3 BHK,1255.0,2.0,90.0,3,71713.14741035856
5th Phase JP Nagar,2 BHK,1220.0,2.0,88.0,2,72131.14754098361
Electronic City Phase II,2 BHK,1065.0,2.0,30.88,2,28995.30516431925
Sultan Palaya,3 BHK,1765.0,3.0,80.0,3,45325.779036827196
Bellandur,2 BHK,1281.0,2.0,87.0,2,67915.69086651054
Electronic City,2 BHK,1210.0,2.0,25.0,2,20661.15702479339
Kaggadasapura,2 BHK,1215.0,2.0,43.0,2,35390.94650205761
Ananth Nagar,4 Bedroom,1200.0,3.0,87.0,4,72500.0
Mysore Road,2 BHK,1237.0,2.0,73.0,2,59013.74292643493
Lakshminarayana Pura,2 BHK,1300.0,2.0,70.0,2,53846.153846153844
Whitefield,2 BHK,1105.0,2.0,39.99,2,36190.04524886878
Chandapura,3 BHK,1505.0,2.0,42.0,3,27906.976744186046
Hebbal Kempapura,4 BHK,3900.0,5.0,310.0,4,79487.17948717948
Banashankari,2 BHK,1186.0,2.0,65.0,2,54806.07082630692
Byrathi Village,4 Bedroom,900.0,3.0,51.0,4,56666.666666666664
Kengeri,2 BHK,750.0,2.0,35.5,2,47333.333333333336
Varthur,2 BHK,1083.0,2.0,28.0,2,25854.10895660203
Nagaraja Garden,3 BHK,1430.0,2.0,78.65,3,55000.0
Thanisandra,2 BHK,1056.0,2.0,68.0,2,64393.93939393939
VGP Layout,3 BHK,2108.0,3.0,85.0,3,40322.58064516129
Banashankari,3 BHK,1650.0,3.0,101.0,3,61212.121212121216
Electronic City Phase II,3 BHK,1220.0,3.0,36.6,3,30000.0
Rayasandra,2 BHK,1198.0,2.0,54.0,2,45075.12520868114
Ejipura,2 BHK,1190.0,2.0,70.0,2,58823.529411764706
"Judicial Layout, Kanakapura Road, ",2 BHK,900.0,2.0,41.0,2,45555.555555555555
J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2690.0,4.0,185.0,4,68773.23420074349
Kanakapura,2 BHK,1340.0,2.0,65.0,2,48507.46268656717
Bommenahalli,4 Bedroom,2940.0,3.0,2250.0,4,765306.1224489796
Giri Nagar,6 Bedroom,2400.0,6.0,400.0,6,166666.66666666666
Yelahanka,2 BHK,1260.0,2.0,59.2,2,46984.12698412698
Talaghattapura,3 BHK,2254.0,3.0,153.0,3,67879.32564330079
Old Madras Road,3 BHK,2990.0,5.0,210.0,3,70234.11371237459
1st Block BEL Layout,4 Bedroom,1800.0,5.0,250.0,4,138888.88888888888
JP Nagar,2 BHK,820.0,2.0,45.0,2,54878.04878048781
Electronic City,2 BHK,1296.0,2.0,65.0,2,50154.32098765432
Uttarahalli,2 BHK,1190.0,2.0,53.55,2,45000.0
Whitefield,2 BHK,1173.0,2.0,77.0,2,65643.64876385337
Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,90.0,3,50000.0
Yelahanka,2 BHK,1102.0,2.0,52.0,2,47186.93284936479
Sarjapur,2 BHK,913.0,2.0,36.0,2,39430.44906900328
Hormavu,3 BHK,1176.0,2.0,35.27,3,29991.496598639456
Prithvi Layout,3 BHK,1620.0,3.0,65.0,3,40123.456790123455
Billekahalli,3 BHK,2968.0,3.0,225.0,3,75808.62533692723
Yelahanka,2 BHK,1519.0,2.0,65.0,2,42791.31007241606
Hosur Road,2 BHK,1345.0,2.0,106.0,2,78810.40892193309
Dodsworth Layout,3 BHK,1594.0,3.0,99.0,3,62107.904642409034
Kaverappa Layout,2 BHK,1250.0,2.0,68.0,2,54400.0
Haralur Road,2 BHK,1056.0,2.0,60.0,2,56818.181818181816
Whitefield,3 Bedroom,1200.0,3.0,68.4,3,57000.0
Kothnur Narayanapura,2 Bedroom,1290.0,1.0,77.5,2,60077.51937984496
Amruthnagar,2 BHK,1150.0,2.0,48.0,2,41739.13043478261
Ambedkar Colony,2 BHK,1464.0,2.0,145.0,2,99043.71584699454
Anekal,4 Bedroom,1200.0,2.0,36.0,4,30000.0
Gollarapalya Hosahalli,2 BHK,861.0,2.0,36.5,2,42392.56678281068
Kundalahalli,2 BHK,1047.0,2.0,82.62,2,78911.17478510029
Lakshmipura,2 Bedroom,1200.0,2.0,75.0,2,62500.0
Kirloskar Layout,10 Bedroom,1200.0,10.0,190.0,10,158333.33333333334
Hongasandra,2 BHK,1065.0,2.0,45.0,2,42253.52112676056
Rajaji Nagar,3 BHK,2300.0,3.0,369.0,3,160434.78260869565
Ramamurthy Nagar,2 BHK,1000.0,2.0,62.0,2,62000.0
Lingadheeranahalli,3 BHK,1682.0,3.0,113.0,3,67181.9262782402
Harlur,3 BHK,1756.0,3.0,131.0,3,74601.36674259682
BEL Road,5 Bedroom,4000.0,4.0,1000.0,5,250000.0
Vignana Nagar,4 BHK,1050.0,4.0,90.0,4,85714.28571428571
